FID,src_name,src_link,ev_id,ev_date,ev_time,ev_title,ev_desc,loc_desc,loc_accu,ls_cat,ls_trig,ls_size,ls_setting,fatalities,injuries,storm_name,photo_link,comments,ev_imp_src,ev_imp_id,latitude,longitude,ctry_name,ctry_code,div_name,gaz_point,gaz_dist,sub_date,edit_date,lon,lat,dt
9985,gsi.gov,"http://www.portal.gsi.gov.in/portal/page?_pageid=127,875814&_dad=portal&_schema=PORTAL",2198,1280880000000.0, ,"Baralacha La and Rahni Nallah, Himachal Pradesh along Manali – Leh highway","As per media report landslides triggered by incessant rains on 4th August 2010 at Baralacha La and Rahni Nallah in Himachal Pradesh have blocked the Manali – Leh highway. Landslides have obstructed several stretches of the highway, leaving thousands of","Baralacha La and Rahni Nallah, Himachal Pradesh along Manali – Leh highway",10km,landslide,downpour,medium,unknown,0,0, , , ,GLC,2198,32.7571,77.4138,India,IN,Himachal Pradesh,Malung,36.22,1396310400000.0,1606348800000,8617664.796372326,3863107.2547142105,2010-08-04
9992,Herald Tribune,http://www.iht.com/articles/ap/2007/08/13/asia/AS-GEN-Nepal-Landslide.php,179,1186876800000.0, ,"Shreekot, 600 km west of Kathmandu",closest to predicted location of Dadeldhura (144.29 km),"Shreekot, 600 km west of Kathmandu",5km,landslide,rain,medium,unknown,0,0, , , ,GLC,179,29.57990613,80.50476155,Nepal,NP,Mahakali,Baitadi,8.48,1396310400000.0,1606348800000,8961749.062179916,3449664.1836605743,2007-08-12
9993,My Republica,http://www.myrepublica.com/news/2731,9190,1469404800000.0,23:00,"Jhusma   along the Siddhartha Highway, Dobhan VDC 1, Palpa, Nepal","Estimated location. A girl was killed when a landslide buried a house at Jhumsa of Dobhan VDC- 1 of Palpa along the Siddhartha Highway last night.  The deceased has been identified as 14-year-old Asmita BK. The landslide has buried other three houses, pu","Jhusma   along the Siddhartha Highway, Dobhan VDC 1, Palpa, Nepal",5km,landslide,unknown,medium,unknown,1,0, , , ,GLC,9190,27.7625,83.5165,Nepal,NP,Lumbini,Butwal,8.42,1469491200000.0,1606348800000,9297014.25283644,3219063.3372357017,2016-07-25
10000,Tribune,http://www.tribuneindia.com/news/himachal/community/landslide-disrupts-traffic-on-chandigarh-shimla-highway/304730.html,9507,1475452800000.0,11:00,"Chakki-Ka-Mor, about 10 km from Parwanoo","Traffic on the Chandigarh-Shimla highway remained suspended for nearly three hours today following a major landslide near Chakki-Ka-Mor, about 10 km from Parwanoo. No loss of life was reported.","Chakki-Ka-Mor, about 10 km from Parwanoo",10km,landslide,construction,medium,above_road,0,0, ,http://images.tribuneindia.com/cms/gall_content/2016/10/2016_10$largeimg04_Tuesday_2016_015509972.jpg, ,GLC,9507,30.8974,77.0588,India,IN,Himachal Pradesh,Gannja,12.04,1475539200000.0,1606348800000,8578146.377140718,3619431.736457208,2016-10-03
10012,myrepublica,http://www.myrepublica.com/portal/index.php?action=news_details&news_id=8789,1098,1250467200000.0,23:00,"Amargadhi-5, Dadeldhura","Ganesh Thapa, 3, of Amargadhi-5 also died on the spot while four members of his family were injured when his house collapsed in the landslide on Monday night.","Amargadhi-5, Dadeldhura",25km,landslide,downpour,medium,unknown,1,0, , , ,GLC,1098,29.3083,80.5792,Nepal,NP,Mahakali,Dhindi,10.25,1396310400000.0,1606348800000,8970035.512529356,3414944.5426098686,2009-08-17
10015,The News,http://www.thenews.com.pk/Todays-News-7-330986-Swat-admin-directed-to-prepare-contingency-plan,7303,1437955200000.0, ,Batgrām : The rains and landslide blocked the road from Kas Bridge to Koza Banda.,The rains and landslide blocked the road from Kas Bridge to Koza Banda., ,10km,landslide,monsoon,small,above_road,0,0, , , ,GLC,7303,34.6758,73.0428,Pakistan,PK,North-West Frontier,Shang,35.65,1438300800000.0,1606348800000,8131087.302114928,4119910.4736780194,2015-07-27
10021,The Kathmandu Post,http://kathmandupost.ekantipur.com/news/2015-08-28/five-reported-killed-in-overnight-landslide-in-nuwakot.html,7905,1440633600000.0, ,Nuwakot,"Aug 28, 2015- Five people were killed, one went missing and six injured due to landslides triggered by incessant rainfall at Gosyang and Samari VDCs in the district on Thursday night.",Nuwakot,10km,landslide,rain,medium,above_road,5,6, , , ,GLC,7905,27.8569,85.1287,Nepal,NP,Bagmati,Beklot,3.5,1467158400000.0,1606348800000,9476483.53589335,3230944.103729029,2015-08-27
10023,samaylive,http://www.samaylive.com/news/15-dead-in-uttarakhand-landslide/644753.html,1072,1249689600000.0,02:00,"Bala, Pithoragarh, Uttarakhand (450Km from Deheradun)","At least 15 people were killed and 50 missing Saturday in a landslide triggered by heavy rains in Uttarakhand, an official said. The landslide occurred in Pithoragarh district, about 450 km from here. ""So far we have taken out 15 bodies from Bala village","Bala, Pithoragarh, Uttarakhand (450Km from Deheradun)",10km,landslide,downpour,large,unknown,15,0, , , ,GLC,1072,29.5885,80.2098,India,IN,Uttaranchal,Pithoragarh,0.06,1396310400000.0,1606348800000,8928914.092630317,3450764.2654845244,2009-08-08
10025,www.nagalandpost.com,http://www.nagalandpost.com/channelnews/state/StateNews.aspx?news=TkVXUzEwMDA0NjAwNw%3D%3D-%2FtfIAOw1uMk%3D,4905,1370563200000.0, ,"Kuthur – Huker Road Via Y Anner, Chessore, Nagaland","Chessore  Area  Village  Councils  and VDBs comprising  of five villages _ Chessore, Huker, Aiponger, Y. Anner and  Kuthur villages _ after thoroughly deliberating on the issue of road blockade caused by heavy landslide from Kuthur to Huker road via Y/ A","Kuthur – Huker Road Via Y Anner, Chessore, Nagaland",25km,landslide,unknown,medium,unknown,0,0, , , ,GLC,4905,26.0977,94.7031,India,IN,Nagaland,Shipungrr,10.38,1396310400000.0,1606348800000,10542300.868544474,3011186.5473006964,2013-06-07
10027,thehimalayantimes,http://www.thehimalayantimes.com/fullNews.php?headline=Changunarayan+Temple+at+high+risk+of+landslide&NewsID=298116,3874,1312329600000.0, ,Changunarayan Temple,"BHAKTAPUR: The Changunarayan Temple, which is enlisted in the World Heritage Sites List, is at high risk after landslides occurred on the east and west sides of the temple on Wednesday following incessant rains.  According to the priest at the Temple, Ch",Changunarayan Temple,1km,landslide,downpour,small,unknown,0,0, , , ,GLC,3874,27.7165,85.4279,Nepal,NP,Bagmati,Patan,4.82,1396310400000.0,1606348800000,9509790.327538704,3213277.716078973,2011-08-03
10029,nepaldisaster,http://www.nepaldisaster.org/,1279,1257379200000.0, ,"Bukhel VDC-9, Lalitpur district (","In Lalitpur, a man was buried and two were injured due to a landslip in Bukhel VDC-9 of the district on 5th November evening. The incident occurred while a dozer was returning after constructing the road along the Bukhel-Ikudole section. Gobinda Humagain","Bukhel VDC-9, Lalitpur district (",25km,landslide,downpour,medium,unknown,1,0, , , ,GLC,1279,27.5,85.35,Nepal,NP,Bagmati,Nepal,15.25,1396310400000.0,1606348800000,9501118.539205909,3186080.233365018,2009-11-05
10031,Online Khabar,http://english.onlinekhabar.com/2016/07/10/381219,8899,1468108800000.0,09:00,"Tamor River, near Sawadin, Taplejung district, Nepal","Landslide triggered by incessant rain has dammed the Tamor in eastern Nepal on Sunday morning, forcing it to change course. According to reports, the river has been blocked near Sawadin in Taplejung district, and it has changed course. Local authorities","Tamor River, near Sawadin, Taplejung district, Nepal",5km,landslide,downpour,large,above_river,0,0, ,http://english.onlinekhabar.com/wp-content/uploads/2016/07/Big-Fish-At-Tamor-river-1.jpg, ,GLC,8899,27.4159,87.6909,Nepal,NP,Mechi,Libang,7.04,1468195200000.0,1606348800000,9761706.33520388,3175529.7448409405,2016-07-10
10032,Earth Times,"http://www.earthtimes.org/articles/news/338893,seven-die-nepal-landslide.html",2231,1281398400000.0, ,Bajura district,"Seven people were killed in a landslide in Bajura district in mid-western Nepal, local media reported Wednesday. Four houses were buried by the landslide Tuesday, the Republica newspaper reported. Rescue efforts were hindered by further rainfall and more",Bajura district,unknown,landslide,downpour,medium,burned_area,7,0, , , ,GLC,2231,29.4469,81.4867,Nepal,NP,Seti,Bajura,19.89,1396310400000.0,1606348800000,9071057.95042425,3432650.2888385407,2010-08-10
10034,zeenews.india.com,http://zeenews.india.com/news/uttarakhand/rains-continue-to-lash-u-khand-8-houses-damaged-i_869923.html,5360,1376784000000.0, ,"Chamoli District, Uttarakhand","DMMC said the Rishikesh-Badrinath national highway is blocked at two places in Chamoli district due to landslides, whereas efforts are on in full swing to reopen Rishikesh-Gangotri and Rishkesh-Yamunotri highways, which are also blocked at various locati","Chamoli District, Uttarakhand",5km,landslide,rain,medium,unknown,0,0, , , ,GLC,5360,30.3642,79.3158,India,IN,Uttaranchal,Langsu,7.98,1396310400000.0,1606348800000,8829394.467861138,3550450.7879262916,2013-08-18
10035,The Himalayan Times,https://thehimalayantimes.com/nepal/four-injured-sindhuli-landslide/,9158,1469404800000.0, ,"near Kamala River and BP Highway, Karkare, Kamalamai, Nepal",As many as four persons were injured in a landslide at a point along the BP Highway in Sindhuli district on Monday.  The landslide occurred at a point where a side road meets the highway near a bridge over Kamala River in Karkare of Kamalamai Municipalit,"near Kamala River and BP Highway, Karkare, Kamalamai, Nepal",5km,riverbank_collapse,unknown,medium,above_river,0,4, , , ,GLC,9158,27.21545164,85.91452544,Nepal,NP,Janakpur,Janakpur,16.45,1469404800000.0,1606348800000,9563961.223837877,3150415.467854734,2016-07-25
10046,Assam Times,http://www.assamtimes.org/node/15150,8339,1442966400000.0, ,Kamakhya Temple,Surface communication remains heavily disrupted atop the Nilachal Hill when a huge rock collapsed on the road leading to the historic Kamakhya temple on Wednesday.It took several hours for PWD and forest officials to clear the road after the rock along w,Kamakhya Temple,1km,landslide,continuous_rain,medium,above_road,0,0, , , ,GLC,8339,26.1666,91.7042,India,IN,Assam,North Gauhati,4.96,1467763200000.0,1606348800000,10208464.847604526,3019729.7412839504,2015-09-23
10058,tribuneindia,http://www.tribuneindia.com/2010/20100923/main1.htm,2458,1284854400000.0, ,"roads to Gangotri, Uttarakhand",Incessant rains and resultant floods and landslides have badly affected adventure tourism with tourists cancelling bookings. Some tourists were still stranded in upper reaches of Himalayas like Gangotri and Manali as landslides have blocked national high,"roads to Gangotri, Uttarakhand",25km,landslide,downpour,medium,unknown,0,0, , , ,GLC,2458,30.9015,78.7756,India,IN,Uttaranchal,Purali,16.57,1396310400000.0,1606348800000,8769259.678934608,3619963.639448815,2010-09-19
10071,The Times of India,http://timesofindia.indiatimes.com/city/mysuru/Temple-priest-53-others-rescued-from-Uttarakhand/articleshow/47850848.cms,7012,1435190400000.0, ,5 km from Kedarnath Temple,They were stranded in the middle as landslides had taken place at several places en route to Kedarnath.,5 km from Kedarnath Temple,5km,landslide,downpour,medium,above_road,0,0, , , ,GLC,7012,30.6838,79.0479,India,IN,Uttaranchal,Gaundar,14.41,1435536000000.0,1606348800000,8799571.97627762,3591752.2814093595,2015-06-25
10074,tribune.com.pk,http://tribune.com.pk/story/586129/unprepared-for-the-expected-landslides-block-karakoram-highway/,5257,1375488000000.0,09:00,Thalichi,"Landslides triggered by monsoon showers blocked the Karakoram Highway (KKH) at three places on Saturday, cutting off traffic between Rawalpindi and Gilgit-Baltistan. The disruption came after the first monsoon rains of this summer brought relief from hea",Thalichi,unknown,landslide,monsoon,medium,unknown,0,0, , , ,GLC,5257,35.5099,73.3361,Pakistan,PK,North-West Frontier,Sazin,15.26,1396310400000.0,1606348800000,8163737.308764595,4233392.239422782,2013-08-03
10085,sciencythoughts.blogspot.com,http://sciencythoughts.blogspot.com/2013/09/man-killed-in-darjeeling-landslide.html,5533,1379289600000.0,15:00,"Kalimpong, West Bengal","A construction worker has been killed in a landslide at Kalimpong in the Darjeeling District of West Bengal State, India. Witnesses report the landslip was quite small, and buried two men, one of whom was able to dig himself out. However the second man w","Kalimpong, West Bengal",5km,landslide,downpour,small,unknown,1,0, , , ,GLC,5533,27.0599,88.4674,India,IN,West Bengal,Kalimpong,1.88,1396310400000.0,1606348800000,9848145.919804856,3130957.4578441004,2013-09-16
10087,morungexpress,http://www.morungexpress.com/local/50546.html,1996,1276732800000.0,19:00,"Shayoung Ward(?), Longleng, Nagaland","Longleng, June 18 (MExN): Property worth lakh of rupees was destroyed when a thatched house belonging to one Hemshi Phiom was washed away by landslide at Longleng district. The incident occurred at Shayoung Ward around 7.30 pm last night due to monsoon r","Shayoung Ward(?), Longleng, Nagaland",25km,landslide,downpour,medium,unknown,0,0, , , ,GLC,1996,26.4333,94.8833,India,IN,Nagaland,Chinglong,20.88,1396310400000.0,1606348800000,10562360.640785422,3052846.734782888,2010-06-17
10088,Nepal News,http://www.nepalnews.com/archive/2008/aug/aug31/news05.php,765,1220054400000.0, ,"Barbhanjyang VDC-8, Tanahun District",multiple landslides occurred throughout district,"Barbhanjyang VDC-8, Tanahun District",10km,landslide,downpour,medium,unknown,2,0, , , ,GLC,765,28.01031874,84.37740614,Nepal,NP,Gandaki,Chepe Ghat,10.96,1396310400000.0,1606348800000,9392849.886184677,3250274.8086076784,2008-08-30
10094,thehimalayantimes,http://www.thehimalayantimes.com/fullNews.php?headline=Floods%26sbquo%3B+landslides+kill+10++in+western+hills&NewsID=293931,3689,1309478400000.0,04:00,"District of Palpa, Palung Mainadi-6","DAMAULI: Rain-triggered floods and landslides have killed at least 10 persons in western hill districts of Tanahun, Palpa and Arghakhanchi in the last two days.   In Palpa, Sunita BK (25) and Sirjana BK (20) of Palung Mainadi-6 died today after a landsli","District of Palpa, Palung Mainadi-6",5km,landslide,rain,medium,unknown,2,0, , , ,GLC,3689,27.8173,83.4643,Nepal,NP,Lumbini,Tansen,9.82,1396310400000.0,1606348800000,9291203.375417028,3225958.965569191,2011-07-01
10103,Kantipuronline.com,http://www.kantipuronline.com/kolnews.php?&nid=117986,154,1186099200000.0, ,Siddhartha Highway at Dovan VDC-5,Kantipuronline.com,Siddhartha Highway at Dovan VDC-5,50km,landslide,rain,medium,unknown,0,0, , , ,GLC,154,27.9271,83.529,Nepal,NP,Lumbini,Tansen,6.76,1396310400000.0,1606348800000,9298405.746471353,3239785.872572066,2007-08-03
10105,Times of India,http://articles.timesofindia.indiatimes.com/2011-02-26/india/28636559_1_tree-fall-landslides-manali,3146,1298592000000.0,09:00,near miss,"Feb 26, 2011, 07.48am IST  MANALI: The incessant snowfall and rain in Kullu district is resulting in landslides and falling of trees. Water absorption capacity of land has reached its peak level and soil is flowing downwards, making transportation danger","road near Manali, Kullu",25km,rock_fall,continuous_rain,medium,unknown,0,0, , ,"Time is ""morning""",GLC,3146,32.18685848,77.17659767,India,IN,Himachal Pradesh,Shirir,13.34,1410393600000.0,1606348800000,8591259.553670429,3787863.776864556,2011-02-25
10106,Gulfnews.com,http://archive.gulfnews.com/articles/07/03/23/10113087.html,43,1174608000000.0, ,"Doba Sayedan, Kashmir","28 feared dead- 10 confirmed, 15 injured - several area incidents","Doba Sayedan, Kashmir",50km,landslide,downpour,medium,unknown,10,0, , , ,GLC,43,33.9659,74.3313,India,IN,Jammu and Kashmir,Gulmarg,11.92,1410480000000.0,1606348800000,8274522.466002062,4024224.147808936,2007-03-23
10112,Kathmandu Post,http://kathmandupost.ekantipur.com/news/2016-06-13/power-station-damaged-by-landslide.html,9171,1465516800000.0,00:00,"power station in Malikabota, Jumla District , Nepal","Estimated location. A power station of the Sana Hydro Power Project based at Malikabota VDC – 9 was damaged by a landslide cutting off power supply to the village.  The landslide struck at 12 midnight three days ago and damaged the entire power house,","power station in Malikabota, Jumla District , Nepal",5km,landslide,unknown,medium,unknown,0,0, , , ,GLC,9171,29.4596,82.0446,Nepal,NP,Karnali,Sadbara,11.99,1469404800000.0,1606348800000,9133163.09433782,3434273.8844240946,2016-06-10
